noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A3376,KR,16.5,69,51,60,4.67,0,0
A3377,KR,14.7,73,57,65,4.88,0,0
A3378,KR,15.4,75,58,66,5.27,0,0
A3379,KR,18.4,84,65,74,7.91,0,0
A3380,KR,20.1,76,52,64,6.47,0,0
A3381,KR,16.5,72,54,63,5.14,0,0
A3382,KR,15.6,74,57,65,5.18,0,0
A3383,KR,9.7,72,62,67,3.42,0,0
A3384,MB,15.7,70,52,61,3.96,20,13.7
A3385,KR,16.3,70,52,61,4.76,0,0
A3386,KR,15.4,72,51,61,4.5,0,0
A3387,KR,18.8,72,54,63,5.86,0,0
A3388,KR,14.6,67,54,60,4.13,0,0
A3389,KR,14.4,68,62,65,4.78,0,0
A3390,KR,15.4,86,65,75,6.8,0,0
A3391,KR,16.6,111,79,95,11.77,0,0
A3392,MB,13.5,67,46,56,3.33,0,0
A3393,KR,15.7,65,58,61,4.43,10,3.4
A3394,KR,15.2,62,46,54,3.48,0,0
A3395,KR,18,81,65,73,7.18,14,4.7
A3396,MM,18.6,73,51,62,5.62,0,0
A3397,KR,19,86,67,76,8.62,0,0
A3398,KR,18.3,72,48,60,5.17,0,0
A3399,KR,19.2,73,51,62,5.8,0,0
A3400,KR,21.3,72,47,59,5.82,0,0
A3401,KR,18.6,74,57,65,6.17,0,0
A3402,KR,17,76,62,69,6.36,0,0
A3403,MP,18.5,79,67,73,7.74,0,0
A3404,LMB,17.6,75,58,66,6.02,0,0
A3405,LMB,15.8,82,71,76,7.17,0,0
A3406,MB,15.2,59,45,52,3.23,0,0
A3407,LMB,15.2,69,62,65,5.04,0,0
A3408,MB,14,100,82,91,9.11,0,0
A3409,LMB,18,55,43,49,3.39,0,0
A3410,BNS,15.7,72,63,67,5.54,0,0
A3411,MB,11.2,75,69,72,4.56,0,0
A3412,MRS,18.3,65,48,56,4.51,0,0
A3413,MB,16.2,62,46,54,3.71,0,0
A3414,LMB,20.8,66,47,56,5.12,0,0
A3415,MB,9.7,70,62,66,3.32,0,0
A3416,BNS,14.5,69,55,62,4.01,16,8.5
A3417,BNS,19.4,65,51,58,5.13,0,0
A3418,MB,22,75,67,71,7.83,20,10.1
A3419,KR,19.4,66,45,55,4.61,0,0
A3420,KR,18.5,67,47,57,4.72,0,0
A3421,KR,19.3,84,54,69,7.22,0,0
A3422,MM,19.3,62,46,54,4.42,0,0
A3423,MB,20.7,83,62,72,8.02,14,4.8
A3424,KR,18.2,57,45,51,3.72,0,0
A3425,MM,16.1,56,49,52,3.42,0,0
A3426,MK,12.6,57,45,51,2.57,0,0
A3427,KR,14.3,56,43,49,2.7,0,0
A3428,KR,20.3,75,55,65,6.74,0,0
A3429,KR,21.1,72,60,66,7.22,0,0
A3430,KR,20.4,82,65,73,8.54,0,0
A3431,KR,20.1,78,57,67,7.09,0,0
A3432,KR,15,83,75,79,7.35,0,0
A3433,KR,12,87,77,82,6.34,0,0
A3434,KR,19.2,62,46,54,4.4,0,0
A3435,KR,17.5,86,63,74,7.53,0,0
A3436,MRS,18.3,82,58,70,7.04,0,0
A3437,KR,19.3,70,46,58,5.1,0,0
A3438,KR,18.5,70,47,58,4.89,0,0
A3439,KR,16,64,44,54,3.66,0,0
A3440,KR,12.4,94,84,89,7.71,0,0
A3441,KR,17.2,65,49,57,4.39,0,0
A3442,MM,15.6,67,48,57,3.98,0,0
A3443,MM,15.4,57,48,52,3.27,0,0
A3444,LMB,13.4,56,44,50,2.63,0,0
A3445,MM,15.3,73,55,64,4.92,0,0
A3446,BNS,15.8,72,53,62,4.14,20,13.2
A3447,MM,15.7,68,57,62,4.74,0,0
A3448,KR,10.8,100,85,92,7.18,0,0
A3449,MB,17.3,83,64,73,7.24,0,0
A3450,KR,18.7,78,53,65,5.94,12,4.3
A3451,MM,11.2,69,51,60,3.17,0,0
A3452,KR,20.3,75,51,63,6.33,0,0
A3453,KR,16.4,72,58,65,5.44,0,0
A3454,KR,13.6,79,65,72,5.54,0,0
A3455,KR,11.9,79,65,72,4.85,0,0
A3456,KR,17.3,74,56,65,5.74,0,0
A3457,KR,19.4,70,51,60,5.49,0,0
A3458,MP,11.8,87,78,82,6.23,0,0
A3459,MB,17.6,69,57,63,5.09,15,7.2
A3460,MM,14.4,78,62,70,5.54,0,0
A3461,MM,13.5,98,78,88,8.21,0,0
A3462,MM,14.5,77,55,66,4.96,0,0
A3463,MM,14.6,77,63,70,5.62,0,0
A3464,KR,10.9,87,73,80,5.48,0,0
A3465,KR,12.8,73,57,65,4.25,0,0
A3466,KR,16.9,58,44,51,3.45,0,0
A3467,KR,12.6,83,57,70,4.85,0,0
A3468,KR,19.5,62,44,53,4.3,0,0
A3469,KR,18.3,58,44,51,3.74,0,0
A3470,KR,15.8,62,42,52,3.36,0,0
A3471,MB,11.4,77,70,73,4.55,14,4.7
A3472,KR,16.1,75,64,69,6.02,0,0
A3473,KR,20.5,77,47,62,6.19,0,0
A3474,KR,11.9,127,101,114,12.15,0,0
A3475,KR,12.1,101,95,98,9.13,0,0
A3476,KR,20.8,84,56,70,8,0,0
A3477,KR,17.3,75,59,67,6.1,0,0
A3478,KR,19.2,67,50,58,5.07,0,0
A3479,KR,21.3,70,50,60,6.02,0,0
A3480,MB,18,80,57,68,6.28,12,4
A3481,LMB,17.7,66,58,62,5.34,0,0
A3482,MB,18.9,71,53,62,5.28,15,7.5
A3483,KR,12.1,58,44,51,2.47,0,0
A3485,MB,11.5,60,47,53,2.54,0,0
A3486,MM,18.1,78,60,69,6.11,19,9.7
A3487,KR,17.8,82,63,72,7.25,0,0
A3488,KR,18.1,82,62,72,7.37,0,0
A3489,KR,11.7,87,77,82,6.18,0,0
A3490,KR,14.6,81,71,76,6.62,0,0
A3491,KR,14.3,82,62,72,5.82,0,0
A3492,KR,14.3,108,82,95,10.14,0,0
A3493,KR,13.1,59,49,54,3,0,0
A3494,KR,18.7,85,66,75,8.26,0,0
A3495,KR,13.4,95,72,83,7.25,0,0
A3496,KR,13.1,88,72,80,6.58,0,0
A3497,KR,20.5,99,67,83,11.09,0,0
A3498,KR,22.6,85,54,69,8.45,0,0
A3499,KR,17.6,72,54,63,5.49,0,0
A3500,KR,21.3,75,58,66,7.29,0,0
A3501,KR,17.6,72,54,63,5.49,0,0
A3502,MB,18.9,74,56,65,6.27,0,0
A3503,MK,16.3,77,58,67,5.75,0,0
A3504,MB,16.2,72,60,66,5.54,0,0
A3505,MM,19.2,67,52,59,5.25,0,0
A3506,MM,14.1,75,62,68,4.61,19,9.9
A3507,KR,12.9,101,82,91,8.39,0,0
A3508,BNS,12.5,105,79,92,7.19,30,13.5
A3509,MM,13.8,74,60,67,4.87,0,0
A3510,MB,14.9,76,62,69,5.28,14,5.2
A3511,KR,17.3,77,56,66,5.92,0,0
A3512,MB,9.8,87,78,82,5.18,0,0
A3513,BNS,20.6,79,53,66,7.05,0,0
A3514,KR,11.5,65,56,60,3.25,0,0
A3515,KR,18.3,74,53,63,4.97,20,12.8
A3516,KR,14.3,62,47,54,3.28,0,0
A3517,MRS,13.2,74,56,65,4.25,10,3
A3518,KR,15.2,59,47,53,3.35,0,0
A3520,KR,19.4,71,48,59,5.3,0,0
A3521,KR,17.6,70,54,62,5.31,0,0
A3522,MM,10,68,59,63,3.02,10,3.2
A3523,MM,15.3,63,49,56,3.77,0,0
A3524,KR,10,86,84,85,5.67,0,0
A3525,MM,10.8,67,49,58,2.85,0,0
A3526,MK,19.8,85,64,74,8.52,0,0
A3527,MB,19.9,86,62,74,7.76,20,9.3
A3528,MM,14,85,70,77,6.52,0,0
A3529,KR,17.9,62,45,53,3.95,0,0
A3530,KR,22.2,86,68,77,10.34,0,0
A3531,LMB,11.3,59,53,56,2.78,0,0
A3532,MB,12.3,87,85,86,6.37,25,10.8
A3533,MM,12.2,66,58,62,3.48,13,5.6
A3534,MM,8.6,56,49,52,1.74,10,4.7
A3535,MM,19.1,68,50,59,4.79,15,8.2
A3536,MB,14.7,77,64,70,5.07,20,10.4
A3537,KR,15.7,58,46,52,3.33,0,0
A3538,KR,20.6,90,72,81,10.62,0,0
A3539,MM,16.8,67,51,59,4.59,0,0
A3540,KR,14.3,62,56,59,3.91,0,0
A3541,MM,15.1,93,73,83,8.17,0,0
A3542,MK,12.4,63,51,57,3.16,0,0
A3543,KR,13.3,64,49,56,3.28,0,0
A3544,KR,16.8,66,51,58,4.44,0,0
A3545,KR,19.5,91,65,78,9.32,0,0
A3546,KR,16.5,69,55,62,4.98,0,0
A3547,MM,11.1,85,75,80,5.58,0,0
A3548,MM,15.6,77,52,64,5.02,0,0
A3549,KR,12.1,67,53,60,2.94,20,14.1
A3550,KR,19.4,65,49,57,4.95,0,0
A3551,KR,13.4,87,70,78,6.4,0,0
A3552,KR,13.1,83,75,79,6.42,0,0
A3553,KR,10.5,75,55,65,3.48,0,0
A3554,KR,14.3,73,63,68,5.19,0,0
A3555,KR,14.3,68,51,59,3.91,0,0
A3556,KR,17.5,69,43,56,4.31,0,0
A3557,KR,21.6,65,44,54,4.95,0,0
A3558,KR,20,67,52,59,5.47,0,0
A3559,MM,18.8,68,51,59,5.14,0,0
A3560,KR,18,68,51,59,4.92,0,0
A3561,KR,20.4,78,52,65,6.77,0,0
A3562,KR,18.5,87,63,75,8.17,0,0
A3563,KR,19.3,85,68,76,8.76,0,0
A3564,KR,19.1,89,64,76,8.66,0,0
A3565,KR,18.5,74,54,64,5.95,0,0
A3566,KR,16.7,84,65,74,7.18,0,0
A3567,KR,20.1,86,68,77,9.36,0,0
A3568,KR,19.5,58,49,53,4.3,0,0
A3569,LMB,16,82,66,74,6.88,0,0
A3570,KR,18,65,47,56,4.43,0,0
A3571,KR,19.4,82,59,70,7.47,0,0
A3572,KR,17.2,78,51,64,5.53,0,0
A3573,MP,14.5,64,50,57,3.7,0,0
A3574,KR,9.9,83,70,76,4.27,15,5
A3575,MK,16.9,69,51,60,4.78,0,0
A3576,KR,18.4,69,42,55,4.37,0,0
A3577,KR,20.5,90,66,78,9.8,0,0
A3578,MM,13.7,73,54,63,4.27,0,0
A3579,LMB,16.7,64,45,54,3.82,0,0
A3580,MM,11.5,74,70,72,4.68,0,0
A3581,KR,15.1,72,56,64,4.86,0,0
A3582,MM,19.7,62,46,54,4.51,0,0
A3583,MP,9,108,97,102,7.35,0,0
A3584,MB,19.5,79,58,68,7.08,0,0
A3585,MM,21.7,77,55,66,7.42,0,0
A3586,MB,20,78,60,69,7.48,0,0
A3587,KR,21,81,58,69,7.85,0,0
A3588,MB,18.6,94,75,84,9.41,22,8.7
A3589,MB,15.5,103,79,91,10.08,0,0
A3590,BNS,14,83,79,81,7.21,0,0
A3591,MM,15.6,65,50,57,3.36,20,15.7
A3592,KR,12,122,96,109,11.2,0,0
A3593,MK,11.9,72,65,68,3.89,19,9.9
A3594,KR,11.7,98,87,92,7.78,0,0
A3595,KR,12,101,88,94,8.33,0,0
A3596,KR,12.1,86,80,83,6.55,0,0
A3597,KR,12.1,89,74,81,6.24,0,0
A3598,LMB,13.6,66,55,60,3.85,0,0
A3599,KR,14.5,90,70,80,7.29,0,0
A3600,KR,13.3,81,65,73,5.57,0,0
A3601,KR,12.9,65,59,62,3.89,0,0
A3602,MM,14,69,52,60,3.96,0,0
A3603,KR,14.4,75,62,68,5.23,0,0
A3604,KR,14.8,71,60,65,4.91,0,0
A3605,KR,12.2,85,63,74,5.25,0,0
A3606,KR,12.1,86,79,82,6.39,0,0
A3607,KR,15.3,87,68,77,7.12,0,0
A3608,KR,13.4,78,69,73,5.61,0,0
A3609,MM,15.8,72,59,65,4.61,20,12.1
A3610,KR,20.6,79,57,68,7.48,0,0
A3611,KR,20.3,89,65,77,9.45,0,0
A3612,KR,10.3,60,42,51,2.1,0,0
A3613,KR,17.4,78,57,67,6.13,0,0
A3614,KR,17,79,62,70,6.54,0,0
A3615,MM,18.1,74,53,63,5.29,14,6.3
A3616,KR,14.8,87,67,77,6.89,0,0
A3617,MM,12.9,67,60,63,4.02,0,0
A3618,MM,12.2,75,52,63,3.53,15,7.2
A3619,MM,13.1,62,50,56,3.23,0,0
A3620,MB,12.1,83,78,80,5.69,18,6.4
A3621,MM,12.2,79,71,75,5.39,0,0
A3622,MM,17.2,62,51,56,3.85,15,9.1
A3623,MM,20.2,71,51,61,5.9,0,0
A3624,MM,18.7,64,51,57,4.77,0,0
A3625,LMB,17.5,64,51,57,4.47,0,0
A3626,MM,19.5,79,63,71,7.72,0,0
A3627,KR,20.8,70,49,59,5.69,0,0
A3628,KR,19.5,81,54,67,6.88,0,0
A3629,KR,19.1,65,41,53,4.21,0,0
A3630,KR,19.8,65,46,55,4.7,0,0
A3631,KR,12.1,74,72,73,5.06,0,0
A3632,KR,18.1,70,44,57,4.62,0,0
A3633,KR,19.8,63,44,53,4.37,0,0
A3634,KR,20.1,68,54,61,5.87,0,0
A3635,KR,21,77,58,67,7.4,0,0
A3636,KR,20.8,82,60,71,8.24,0,0
A3637,KR,20,72,46,59,5.47,0,0
A3638,KR,20.9,66,52,59,5.71,0,0
A3639,KR,20.1,82,62,72,8.18,0,0
A3640,KR,19.3,71,51,61,5.64,0,0
A3641,KR,17.5,75,57,66,5.99,0,0
A3642,MM,15.5,92,73,82,8.19,0,0
A3643,KR,13.2,81,62,71,5.23,0,0
A3644,KR,17.7,77,58,67,6.24,0,0
A3645,KR,11.1,62,51,56,2.73,0,0
A3646,KR,13.9,65,46,55,3.3,0,0
A3647,KR,14.6,63,44,53,3.22,0,0
A3648,KR,19.8,81,62,71,7.84,0,0
A3649,KR,16.2,80,65,72,6.6,0,0
A3650,KR,10.9,59,56,57,2.78,0,0
A3651,MM,10.6,68,56,62,3.2,0,0
A3652,MB,15,75,58,66,4.88,13,4.9
A3653,KR,10.6,75,60,67,3.58,12,4.1
A3654,MM,17.6,91,67,79,8.63,0,0
A3655,KR,17.1,81,71,76,7.76,0,0
A3656,MB,17.4,67,57,62,4.91,14,6.5
A3657,KR,18,87,68,77,8.38,0,0
A3658,MP,18.3,64,53,58,4.65,10,3.8
A3659,KR,18.2,78,59,68,6.61,0,0
A3660,KR,20.1,66,48,57,4.68,15,8.8
A3661,KR,14,60,43,51,2.86,0,0
A3662,KR,17.8,73,51,62,5.37,0,0
A3663,KR,18.8,79,50,64,6.05,0,0
A3664,KR,17.8,72,51,61,5.2,0,0
A3665,MB,17,62,46,54,3.89,0,0
A3666,MM,15.2,80,65,72,6.19,0,0
A3667,MM,17.7,62,53,57,4.52,0,0
A3668,MM,12.8,63,49,56,3.15,0,0
A3669,MM,11.5,70,59,64,3.7,0,0
A3670,MM,13.1,90,70,80,6.58,0,0
A3671,MM,16.6,64,49,56,4.09,0,0
A3672,MP,19.9,78,59,68,7.23,0,0
A3673,MM,15.9,77,55,66,5.44,0,0
A3674,MM,14.4,82,60,71,5.7,0,0
A3675,KR,20,67,44,55,4.75,0,0
A3676,KR,17,74,53,63,5.3,0,0
A3677,MM,16.2,64,51,57,4.13,0,0
A3678,KR,21.8,73,52,62,6.36,10,3.3
A3679,KR,19.7,76,64,70,7.58,0,0
A3680,KR,20.9,64,46,55,4.97,0,0
A3681,KR,18.8,63,48,55,4.47,0,0
A3682,KR,14.8,66,55,60,4.18,0,0
A3683,KR,16.5,71,53,62,4.98,0,0
A3684,KR,18.6,64,47,55,4.42,0,0
A3685,KR,18.8,69,46,57,4.8,0,0
A3686,KR,20,67,45,56,4.93,0,0
A3687,KR,19.8,72,52,62,5.98,0,0
A3688,KR,20.7,82,57,69,7.74,0,0
A3689,KR,17.6,62,46,54,4.03,0,0
A3690,KR,19.9,62,41,51,4.07,0,0
A3691,KR,21.2,86,66,76,9.62,0,0
A3692,KR,19.9,68,51,59,5.44,0,0
A3693,KR,11.8,72,51,61,3.45,0,0
A3694,KR,13.4,78,57,67,4.72,0,0
A3695,KR,17,76,51,63,5.3,0,0
A3696,KR,21.7,75,53,64,6.98,0,0
A3697,KR,19.7,78,55,66,6.74,0,0
A3698,KR,11.5,68,57,62,3.47,0,0
A3699,KR,13.8,66,46,56,3.4,0,0
A3700,KR,14.9,78,56,67,5.25,0,0
A3701,KR,16.9,62,45,53,3.73,0,0
A3702,KR,18.6,77,55,66,6.36,0,0
A3703,KR,15.3,99,74,86,8.89,0,0
A3704,KR,18.8,69,46,57,4.8,0,0
A3705,KR,20.9,72,57,64,6.72,0,0
A3706,KR,22,75,53,64,7.08,0,0
A3707,KR,16.9,69,48,58,4.47,0,0
A3708,KR,16.6,76,56,66,5.4,13,4.9
A3709,KR,17.8,77,52,64,5.73,0,0
A3710,KR,19,68,49,58,5.02,0,0
A3711,KR,20,88,71,79,9.8,0,0
A3712,KR,17.7,76,56,66,6.06,0,0
A3713,KR,18.9,83,57,70,7.27,0,0
A3714,KR,19.1,75,55,65,6.34,0,0
A3715,KR,16.2,73,49,61,4.73,0,0
A3716,KR,19.1,67,46,56,4.7,0,0
A3717,KR,13.3,63,52,57,3.39,0,0
A3718,KR,16,74,56,65,5.31,0,0
A3719,KR,14.6,70,55,62,4.41,0,0
A3720,KR,19.3,68,50,59,5.28,0,0
A3721,KR,18.7,73,55,64,6.02,0,0
A3722,KR,15.1,88,63,75,6.67,0,0
A3723,KR,16.7,69,51,60,4.72,0,0
A3724,KR,13,76,70,73,5.44,0,0
A3725,MRS,13.9,72,54,63,3.98,16,8.2
A3726,KR,15.7,85,79,82,8.29,0,0
A3727,KR,18.5,75,51,63,5.77,0,0
A3728,KR,12,88,73,80,6.03,0,0
A3729,KR,15.1,68,58,63,4.71,0,0
A3730,KR,16,63,46,54,3.66,0,0
A3731,KR,22,84,57,70,8.47,0,0
A3732,MM,14.4,75,60,67,5.08,0,0
A3733,MB,19.1,66,54,60,5.4,0,0
A3734,MB,10.9,70,63,66,3.62,10,2.9
A3735,LMB,13.2,74,63,68,4.79,0,0
A3736,LMB,16.4,72,55,63,5.11,0,0
A3737,LMB,18.4,72,51,61,5.38,0,0
A3738,MB,16,62,41,51,3.27,0,0
A3739,MB,10.8,67,51,59,2.95,0,0
A3740,MB,15.5,75,59,67,5.46,0,0
A3741,MB,20.1,75,59,67,7.09,0,0
A3742,MM,18.7,69,53,61,4.64,21,15.1
A3743,MB,13,70,60,65,4.31,0,0
A3744,LMB,21,83,62,72,8.55,0,0
A3745,LMB,20.8,75,57,66,7.12,0,0
A3746,MM,11.6,82,70,76,5.26,0,0
A3747,MM,12,70,58,64,3.86,0,0
A3748,KR,17.9,88,58,73,7.49,0,0
A3749,MM,16.3,87,69,78,7.13,20,8.4
A3750,MB,18,91,69,80,9.05,0,0
A3751,KR,18.6,82,58,70,7.16,0,0
A3752,MM,19.2,80,67,73,8.04,0,0
A3753,KR,17.2,62,48,55,4.09,0,0
A3754,KR,17.1,71,57,64,5.5,0,0
A3755,KR,15,79,68,73,6.28,0,0
A3756,KR,16.7,90,71,80,8.39,0,0
A3757,KR,19.1,88,67,77,8.89,0,0
A3758,KR,17.4,75,56,65,5.77,0,0
A3759,MB,13.7,66,57,61,4,0,0
A3760,KR,15.1,98,72,85,8.57,0,0
A3761,KR,17.4,63,42,52,3,20,18.8
A3762,MB,16.2,66,54,60,4.58,0,0
A3763,KR,16.8,87,62,74,7.23,0,0
A3764,MM,16.5,72,53,62,4.98,0,0
A3765,MP,19.2,88,67,77,8.94,0,0
A3766,MM,18.2,78,57,67,6.42,0,0
A3767,MB,18.5,73,57,65,5.95,10,3
A3768,MM,15.9,70,55,62,4.8,0,0
A3769,KR,20.6,72,56,64,6.63,0,0
A3770,KR,16.5,79,54,66,5.64,0,0
A3771,KR,8.4,100,83,91,5.46,0,0
A3772,KR,13.2,78,55,66,4.52,0,0
A3773,KR,16.6,89,67,78,7.93,0,0
A3774,KR,13,74,66,70,5,0,0
A3775,KR,9.4,75,64,69,3.51,0,0
A3776,MRS,10.3,76,70,73,4.31,0,0
A3777,MRS,12.1,92,76,84,6.71,0,0
A3778,KR,20.8,77,59,68,7.55,0,0
A3779,KR,19.1,72,53,62,5.77,0,0
A3780,KR,15.9,66,46,56,3.92,0,0
A3781,KR,14.7,82,62,72,5.99,0,0
A3782,KR,17.7,73,53,63,5.52,0,0
A3783,KR,21,73,56,64,6.76,0,0
A3784,KR,20.5,68,50,59,5.6,0,0
A3785,KR,13.7,68,60,64,4.41,0,0
A3786,KR,14.7,94,69,81,7.57,0,0
A3787,KR,13.6,69,58,63,4.24,0,0
A3788,KR,13.3,69,60,64,4.28,0,0
A3789,KR,12.2,104,71,87,7.25,0,0
A3790,KR,12.6,86,71,78,6.02,0,0
A3791,MB,14.2,73,63,68,4.65,19,9.9
A3792,MB,20.4,63,60,61,5.96,0,0
A3793,LMB,17.1,60,50,55,4.06,0,0
A3794,KR,15.2,60,52,56,3.44,14,8
A3795,MP,20.8,77,53,65,6.9,0,0
A3796,KR,13.3,94,71,82,7.02,0,0
A3797,MB,20.9,73,57,65,6.94,0,0
A3798,KR,14.4,73,56,64,4.63,0,0
A3799,MB,17,77,64,70,6.54,0,0
A3800,KR,21.2,68,52,60,5.99,0,0
A3801,KR,19,68,51,59,5.19,0,0
A3802,MB,19.1,68,54,61,5.58,0,0
A3803,KR,21.4,75,59,67,7.54,0,0
A3804,MB,20.9,84,65,74,8.99,0,0
A3805,KR,19.7,80,65,72,8.02,0,0
A3806,KR,15.6,65,55,60,4.41,0,0
A3807,KR,17.2,72,52,62,5.19,0,0
A3808,KR,20.6,74,56,65,6.84,0,0
A3809,KR,16.8,70,52,61,4.91,0,0
A3810,KR,19.1,69,49,59,5.22,0,0
A3811,KR,12,107,78,92,7.98,0,0
A3812,BNS,19.6,76,56,66,6.71,0,0
A3813,KR,20.5,87,62,74,8.82,0,0
A3814,KR,13.2,97,79,88,7.5,20,6.6
A3815,KR,12.4,92,70,81,6.39,0,0
A3816,MB,17.1,82,64,73,6.99,10,2.4
A3817,MK,16.2,63,47,55,3.85,0,0
A3818,KR,13.8,76,59,67,4.87,0,0
A3819,KR,13.7,80,65,72,5.27,15,5.5
A3820,MM,14,66,48,57,3.57,0,0
A3821,MM,19.9,63,48,55,4.73,0,0
A3822,MB,16.2,63,47,55,3.85,0,0
A3823,KR,19.6,94,70,82,10.35,0,0
A3824,KR,19,72,53,62,5.74,0,0
A3825,MB,20.1,63,44,53,4.43,0,0
A3826,MM,10.2,65,57,61,2.98,0,0
A3827,KR,12.3,93,68,80,6.18,0,0
A3828,MP,10.9,79,65,72,4.44,0,0
A3829,MK,12,82,77,79,5.88,0,0
A3830,MM,14.1,92,77,84,7.81,0,0
A3831,MM,14.7,75,66,70,5.66,0,0
A3832,KR,17,70,50,60,4.81,0,0
A3833,KR,21.2,68,53,60,5.99,0,0
A3834,KR,21,75,58,66,7.18,0,0
A3835,KR,18.4,82,59,70,7.08,0,0
A3836,KR,21.1,80,51,65,7,0,0
A3837,KR,18.6,80,64,72,7.57,0,0
A3838,KR,16,75,65,70,6.16,0,0
A3839,KR,13.4,78,64,71,5.31,0,0
A3840,KR,13,74,67,70,5,0,0
A3841,KR,15.7,66,56,61,4.59,0,0
A3842,KR,17.6,62,46,54,4.03,0,0
A3843,KR,18.5,83,69,76,8.39,0,0
A3844,KR,19.9,66,48,57,5.08,0,0
A3845,KR,17.9,84,69,76,8.12,0,0
A3846,KR,12.1,92,70,81,6.24,0,0
A3847,KR,20.2,70,51,60,5.71,0,0
A3848,KR,21.1,74,47,60,5.97,0,0
A3849,KR,18.2,88,72,80,9.15,0,0
A3850,KR,21.5,75,53,64,6.92,0,0
A3851,KR,20.9,82,62,72,8.51,0,0
A3852,KR,21,90,62,76,9.53,0,0
A3853,KR,18.8,94,72,83,10.17,0,0
A3854,KR,19.7,72,57,64,6.34,0,0
A3855,MB,12.9,79,69,74,5.55,0,0
A3856,MB,19.8,77,59,68,7.19,0,0
A3857,MB,15.3,64,56,60,4.33,0,0
A3858,MB,15.4,58,46,52,2.59,21,20.8
A3859,MB,13.2,98,85,91,8.06,20,6.1
A3860,MB,12,86,69,77,5.11,20,8.6
A3861,MM,20.5,72,56,64,6.59,0,0
A3862,MB,19.4,74,55,64,5.47,20,12.4
A3863,MB,19.2,80,66,73,7.19,21,10.5
A3864,KR,13.7,78,60,69,5.12,0,0
A3865,KR,16,74,55,64,5.15,0,0
A3866,KR,21.6,85,57,71,7.69,20,10.1
A3867,KR,19,64,43,53,4.19,0,0
A3868,KR,16.5,60,45,52,3.5,0,0
A3869,KR,11.4,87,72,79,5.59,0,0
A3870,KR,14.1,57,42,49,2.66,0,0
A3871,KR,17.2,86,66,76,7.8,0,0
A3872,KR,16.5,77,58,67,5.82,0,0
A3873,KR,17.1,82,54,68,6.21,0,0
A3874,MB,13.8,81,73,77,6.43,0,0
A3875,BNS,14.8,91,71,81,7.29,15,4.4
A3876,MB,10.2,93,80,86,5.92,0,0
A3877,MM,13,71,55,63,4.05,0,0
A3878,KR,21.7,66,50,58,5.73,0,0
A3879,KR,13.3,67,57,62,4.02,0,0
A3880,KR,16.1,62,46,54,3.69,0,0
A3881,MB,17.9,70,58,64,5.76,0,0
A3882,KR,17.9,72,52,62,5.4,0,0
A3883,KR,12.5,73,63,68,4.54,0,0
A3884,MM,15.1,66,51,58,3.99,0,0
A3885,KR,17.5,60,48,54,4.01,0,0
A3886,MB,17.5,76,54,65,5.81,0,0
A3887,MM,17,62,49,55,4.04,0,0
A3888,MM,13.4,64,53,58,3.54,0,0
A3889,MK,11.6,63,51,57,2.76,13,6.6
A3890,KR,18.3,70,54,62,5.52,0,0
A3891,KR,15.8,80,56,68,5.74,0,0
A3892,KR,16.7,82,55,68,6.06,0,0
A3893,KR,16.6,68,53,60,4.69,0,0
A3894,KR,16.1,68,51,59,4.4,0,0
A3895,KR,18.8,82,54,68,6.83,0,0
A3896,KR,12.9,69,57,63,4.02,0,0
A3897,KR,14.3,71,56,63,4.46,0,0
A3898,KR,17.6,64,50,57,4.49,0,0
A3899,KR,21.3,84,60,72,8.67,0,0
A3900,KR,14.8,56,44,50,2.91,0,0
A3901,KR,17.5,66,50,58,4.62,0,0
A3902,KR,17.5,77,56,66,5.99,0,0
A3903,KR,16,76,58,67,5.64,0,0
A3904,KR,16.3,65,48,56,4.01,0,0
A3905,KR,12.2,63,56,59,3.34,0,0
A3906,KR,22.6,72,54,63,7.04,0,0
A3907,LMB,15.4,60,45,52,3.12,10,4.7
A3908,MB,16.1,52,42,47,2.79,0,0
A3909,MB,14,68,57,62,4.23,0,0
A3910,MB,13.8,63,47,55,3.28,0,0
A3911,MB,12.1,67,59,63,3.65,10,3.2
A3912,KR,23.1,88,63,75,10.21,0,0
A3913,MM,14.8,69,60,64,4.76,0,0
A3914,KR,17.1,108,84,96,12.38,0,0
A3915,KR,11.6,86,70,78,5.54,0,0
A3916,KR,14.1,82,65,73,5.9,0,0
A3917,MM,17.6,107,85,96,12.34,15,3.1
A3918,MM,16.2,74,59,66,5.54,0,0
A3919,KR,20.9,77,41,59,5.71,0,0
A3920,KR,15,72,56,64,4.83,0,0
A3921,KR,16,69,57,63,4.99,0,0
A3922,KR,17.2,68,51,59,4.7,0,0
A3923,KR,21,79,50,64,6.76,0,0
A3924,KR,20.2,64,45,54,4.63,0,0
A3925,KR,20.2,79,51,65,6.7,0,0
A3926,KR,18,82,56,69,6.73,0,0
A3927,KR,14.1,79,63,71,5.58,0,0
A3928,MRS,13.1,60,45,52,2.78,0,0
A3929,KR,12.5,68,47,57,3.19,0,0
A3930,KR,13.8,84,65,74,5.94,0,0
A3931,KR,12.9,63,49,56,3.18,0,0
A3932,KR,12.5,65,56,60,3.53,0,0
A3933,KR,15.1,55,43,49,2.85,0,0
A3934,KR,21,72,46,59,5.74,0,0
A3935,MK,17.6,69,52,60,4.98,0,0
